MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
1045,,,1045,,,,கர்த்தாவே இந்தாகாரமே,
1046,,,1046,,,,கிருபையாலே இரட்சித்தீரே,
1047,,,1047,,,,கீதம் பாடுவோம் வேதம் வாசிப்போம்,
1048,,,1048,,,,கெத்செமனேயின் கோரம்,
1049,,,1049,,,,கொண்டு போம் ஓர் ஆளிடம்,
1050,,,1050,,,,"செய்வேனென்றார் அற்புதம்,",
1051,,,1051,,,,சோர்ந்து போனாயோ? இல்லை இல்லை,
1052,,,1052,,,,தட்டித் தட்டியே நிற்கிறார்,
1053,,,1053,,,,தினந்தோறும் கட்டுகிறோம்,
1054,,,1054,,,,"துதி, கனம் மகிமையுமக்கே",
1055,,,1055,,,,துள்ளி துள்ளி ஓடும் மான்கள் இங்கும்,
1056,,,1056,,,,"தூய தேவா திரியேக தேவா நீர் வாரும் நீரே வாரும்,",
1057,,,1057,,,,தெய்வ அன்பே நித்ய அன்பே,
1058,,,1058,,,,தேவ ஆசீர்வாதத் தோடே,
1059,,,1059,,,,தேவன் நமக்காய்த் தம் மைந்தனைத் தந்தார்,
1060,,,1060,,,,தேவன் நீக்கிவிட்டார்,
1061,,,1061,,,,நாதன் இயேசுவைத் துதிசெய் உலகில்,
1062,,,1062,,,,நாமெல்லாம் மோட்சம் சேரும் நாள்,
1063,,,1063,,,,நான் இயேசுவை நேசிக்கிறேன்,
1064,,,1064,,,,நீங்கிற்றே நீங்கிற்றே நீங்கிற்றே,
1065,,,1065,,,,நேசிக்கச் சிறந்தவர் கிறிஸ்தேசு,
1066,,,1066,,,,நேற்றும் இன்றும் என்றும் மாறார் இயேசு இரட்சகர்,
1067,,,1067,,,,பயப்படவே மாட்டேன்,
1068,,,1068,,,,பரலோக இன்ப நாடே,
1069,,,1069,,,,பாத்திரம் நிரம்பினாலுமே,
1070,,,1070,,,,பாவங்களை சுத்தி பண்ணுமே (3 தரம்),
1071,,,1071,,,,பெலன் கொடுக்கிறவரால்,
1072,,,1072,,,,மகிமை கனம் துதிவல்லமை,
1073,,,1073,,,,மேல் நோக்கிப்பார் திடன்கொள் மகிழ்,
1074,,,1074,,,,மோட்சம் செல்லும் யாத்ரீகர் நாம்,
1075,,,1075,,,,வாசிக்கச் சிறந்த புஸ்தகம் வேதம்,
1076,,,1076,,,,வீண் கவலை உனக்கெதற்கு,
1077,,,1077,,,,வேதத்திலே வேதத்திலே,
1078,,,1078,,,,வே த புத் த கம்,
1079,,,1079,,,,வேத வாக்கொவ்வொன்றும் எனக்குரியது,
1080,,,1080,,,,ஜீவப்பத்தைப் புசித்தே ஜீவிக்கிறேன்,
1081,,,1081,,,,ஜீவனுள்ள தேவனின் ஆவியே வாரும்!,
1082,,,1082,,,,ஜெபத்தின் ஆவியைப் பொழியுமே,
1083,,,1083,,,,ஜேய் ஜெயமே (4 தரம்),
1084,,,1084,,,,ஜீவிக்கிறார் இயேசு ஜீவிக்கிறார்,
1085,,,1085,,,,மகிமை யாவும் அவருக்கே,
1086,,,1086,,,,நேசிக்க சிறந்தவர் கிறிஸ்தேசு (2),
1087,,,1087,,,,அற்புத ஜீவியம் ஆஹா அற்புதம்,
1088,,,1088,,,,வல்லவர் வல்லவர் கர்த்தர் மகா வல்லவர்,
1089,,,1089,,,,ஓ இன்ப நாள்! ஓ இன்ப நாள்,
1090,,,1090,,,,இயேசு என்னை கைவிட மாட்டார் (2),
1091,,,1091,,,,இயேசுவுக்காக ஜீவிப்பேன் நாள்,
1092,,,1092,,,,இயேசுவே நீர் என்னை கண்பாருமே (3),
1093,,,1093,,,,"கிளிங், கிளிங் சைக்கிள் ஹென்பாரும்",
1094,,,1094,,,,எத்தனை தாலந்துகள் உன்னில் உள்ளதோ,
1095,,,1095,,,,சின்ன தம்பி சின்ன தங்காய்,
1096,,,1096,,,,போற்றுங்கள் போற்றுங்கள்,
1097,,,1097,,,,உப்புத் தண்ணீரில் வாழும் மீனும்,
1098,,,1098,,,,ஒரு சின்ன பையன் நான்,
1099,,,1099,,,,சின்ன சின்ன தம்பிகளே,
1100,,,1100,,,,இயேசு வந்த உள்ளம்,
1101,,,1101,,,,"குண்டு, குண்டு, மலைகளைப்பார்",
1102,,,1102,,,,நான் ஆடிப்பாடி மகிழுவேன் 3,
1103,,,1103,,,,தாவிதைப் போல நடனமாடி,
1104,,,1104,,,,"வேண்டும், வேண்டும் எனக்கு",
1105,,,1105,,,,சிட்டுக் குருவிப் போல் நானிருந்தால்,
1106,,,1106,,,,"சிட்டு குருவி, சிட்டுக் குருவி",
1107,,,1107,,,,இயேசப்பா யாரென பார்க்க விரும்பினான்,
1108,,,1108,,,,பொய் சொல்லாதே திருடாதே,
1109,,,1109,,,,இயேசுவின் பின்னே நானும் போகிறேன்,
1110,,,1110,,,,"தூர, தூர, தூர போ",
1111,,,1111,,,,இன்றைய நாள் 2,
1112,,,1112,,,,கோழி தன் குஞ்சுகளை,
1113,,,1113,,,,"வேத வசனமே, என் காலுக்கு தீபம்",
2001,,,2001,,,,ஸ்துதிப்பின் ஸ்துதிப்பின் தெய்வ ஜனமே,
2002,,,2002,,,,அடவி தருக்களின் இடயில்,
2003,,,2003,,,,ஸ்ரீயேசு நாமம் அதிசய நாமம்,
2004,,,2004,,,,இயேசுவின் ஸ்நேஹத்தால் என்னுள்ளம் பொங்ஙந்நே,
2005,,,2005,,,,என்டே இயேசு எனிக்கு நல்லவன்,
2006,,,2006,,,,எந்ததிசயமே தெய்வத்தின் ஸ்நேகம்,
2007,,,2007,,,,யேசுவோடு சேர்ந்திருப்ப தெத்ற மோதமே,
2008,,,2008,,,,அனுக்ரஹகத்தின் அதிபதியே,
2009,,,2009,,,,இயேசுகிறிஸ்து உயிர்த்து ஜீவிக்குந்நு,
2010,,,2010,,,,தினம் தினம் தினம் நீ வாழ்த்துகா,
2011,,,2011,,,,லோகமாம் கெம்பீர வாரிதியில்,
18,,,,18,,,,सारे लोगों यीशु की जय जय मिलके गाओ; (2)
114,,,,114,,,,ख्रीष्ट यीशु सबका प्रभु है ... परमेश्वर भी वह है
177,,,,177,,,,"गाऊँगा, तेरी स्तुति, हे प्रभु तू महान है,"
178,,,,178,,,,"भर दो प्रभु इस मुँह को, स्तुति के गीतों से,"
179,,,,179,,,,"सामर्थी ईश्वर तू, तेरी सामर्थ अपार जो है"
180,,,,180,,,,"मनुष्य का चोला धारण कर,"
181,,,,181,,,,"जय प्रभु यीशु सृजनहार, ... पापी का तू ही है तारणहार"
182,,,,182,,,,"जय जय यीशु, जय जय यीशु,"
183,,,,183,,,,हम से वर्णनी न जाए ... मसीह तुम्हारी महिमा  (2)
184,,,,184,,,,"धन्य प्रभु यीशु को ... मुक्तिदाता जिसका नाम, (2)"
185,,,,185,,,,"स्तुति हो उद्धार के लिए ... लोहू से मैं धुल गया,"
